Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country,revenue
561900,81950B,FLOWER BLUE CLOCK WITH SUCKER,1,7/31/2011 15:31:00,0.29,16655,United Kingdom,0.29
559894,81950V,FLOWER PURPLE CLOCK WITH SUCKER,1,7/13/2011 12:06:00,0.29,14159,United Kingdom,0.29
559894,81950V,FLOWER PURPLE CLOCK WITH SUCKER,1,7/13/2011 12:06:00,0.29,14159,United Kingdom,0.29
573094,23187,FRENCH STYLE STORAGE JAR BONBONS,1,10/27/2011 14:39:00,0.29,15707,United Kingdom,0.29
559665,23186,FRENCH STYLE STORAGE JAR CAFE ,1,7/11/2011 13:35:00,0.29,12556,Spain,0.29
578953,22230,JIGSAW TREE WITH WATERING CAN,1,11/27/2011 14:50:00,0.29,13546,United Kingdom,0.29
570246,22230,JIGSAW TREE WITH WATERING CAN,1,10/9/2011 16:22:00,0.29,16921,United Kingdom,0.29
573369,22230,JIGSAW TREE WITH WATERING CAN,1,10/30/2011 13:19:00,0.29,16049,United Kingdom,0.29
579520,22230,JIGSAW TREE WITH WATERING CAN,1,11/29/2011 18:14:00,0.29,12748,United Kingdom,0.29
569897,22230,JIGSAW TREE WITH WATERING CAN,1,10/6/2011 16:01:00,0.29,17813,United Kingdom,0.29
562878,22230,JIGSAW TREE WITH WATERING CAN,1,8/10/2011 10:45:00,0.29,16241,United Kingdom,0.29
575117,22230,JIGSAW TREE WITH WATERING CAN,1,11/8/2011 14:22:00,0.29,12748,United Kingdom,0.29
579520,22230,JIGSAW TREE WITH WATERING CAN,1,11/29/2011 18:14:00,0.29,12748,United Kingdom,0.29
563909,22230,JIGSAW TREE WITH WATERING CAN,1,8/21/2011 12:36:00,0.29,15701,United Kingdom,0.29
581467,90214C,"LETTER ""C"" BLING KEY RING",1,12/8/2011 19:24:00,0.29,13077,United Kingdom,0.29
581191,90214C,"LETTER ""C"" BLING KEY RING",1,12/7/2011 16:56:00,0.29,17449,United Kingdom,0.29
581405,90214E,"LETTER ""E"" BLING KEY RING",1,12/8/2011 13:50:00,0.29,13521,United Kingdom,0.29
581173,90214F,"LETTER ""F"" BLING KEY RING",1,12/7/2011 15:07:00,0.29,17870,United Kingdom,0.29
581173,90214G,"LETTER ""G"" BLING KEY RING",1,12/7/2011 15:07:00,0.29,17870,United Kingdom,0.29
581191,90214H,"LETTER ""H"" BLING KEY RING",1,12/7/2011 16:56:00,0.29,17449,United Kingdom,0.29
581405,90214I,"LETTER ""I"" BLING KEY RING",1,12/8/2011 13:50:00,0.29,13521,United Kingdom,0.29
581425,90214K,"LETTER ""K"" BLING KEY RING",1,12/8/2011 15:31:00,0.29,14796,United Kingdom,0.29
581425,90214N,"LETTER ""N"" BLING KEY RING",1,12/8/2011 15:31:00,0.29,14796,United Kingdom,0.29
